Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
M,0.3194,0.639713,81
Q,0.3194,0.639713,111
R,0.3194,0.639713,40
H,0.3195,0.639689,136
M,0.3195,0.639689,72
Q,0.3195,0.639689,115
R,0.3195,0.639689,39
H,0.3196,0.639512,109
M,0.3196,0.639512,79
Q,0.3196,0.639512,104
R,0.3196,0.639512,37
H,0.3197,0.638699,135
M,0.3197,0.638699,72
Q,0.3197,0.638699,107
R,0.3197,0.638699,51
H,0.3198,0.639332,119
M,0.3198,0.639332,74
Q,0.3198,0.639332,102
R,0.3198,0.639332,39
H,0.3199,0.638484,106
M,0.3199,0.638484,79
Q,0.3199,0.638484,108
R,0.3199,0.638484,37
H,0.3200,0.638838,144
M,0.3200,0.638838,76
Q,0.3200,0.638838,121
R,0.3200,0.638838,61
H,0.3201,0.639258,158
M,0.3201,0.639258,80
Q,0.3201,0.639258,101
R,0.3201,0.639258,37
H,0.3202,0.639148,121
M,0.3202,0.639148,83
Q,0.3202,0.639148,147
R,0.3202,0.639148,41
H,0.3203,0.638347,118
M,0.3203,0.638347,83
Q,0.3203,0.638347,104
R,0.3203,0.638347,39
H,0.3204,0.638641,106
M,0.3204,0.638641,88
Q,0.3204,0.638641,106
R,0.3204,0.638641,37
H,0.3205,0.638993,110
M,0.3205,0.638993,69
Q,0.3205,0.638993,105
R,0.3205,0.638993,36
H,0.3206,0.638820,114
M,0.3206,0.638820,80
Q,0.3206,0.638820,115
R,0.3206,0.638820,39
H,0.3207,0.638387,128
M,0.3207,0.638387,68
Q,0.3207,0.638387,101
R,0.3207,0.638387,57
H,0.3208,0.638338,249
M,0.3208,0.638338,144
Q,0.3208,0.638338,175
R,0.3208,0.638338,39
H,0.3209,0.638271,234
M,0.3209,0.638271,128
Q,0.3209,0.638271,127
R,0.3209,0.638271,40
H,0.3210,0.638475,158
M,0.3210,0.638475,92
Q,0.3210,0.638475,117
R,0.3210,0.638475,50
H,0.3211,0.638107,163
M,0.3211,0.638107,73
Q,0.3211,0.638107,98
R,0.3211,0.638107,49
H,0.3212,0.638519,158
M,0.3212,0.638519,80
Q,0.3212,0.638519,107
R,0.3212,0.638519,57
H,0.3213,0.638259,353
M,0.3213,0.638259,175
Q,0.3213,0.638259,168
R,0.3213,0.638259,130
H,0.3214,0.637919,326
M,0.3214,0.637919,114
Q,0.3214,0.637919,209
R,0.3214,0.637919,61
H,0.3215,0.638123,148
M,0.3215,0.638123,198
Q,0.3215,0.638123,141
R,0.3215,0.638123,43
H,0.3216,0.637986,140
M,0.3216,0.637986,87
Q,0.3216,0.637986,127
R,0.3216,0.637986,59
H,0.3217,0.637872,143
M,0.3217,0.637872,108
Q,0.3217,0.637872,133
R,0.3217,0.637872,53
H,0.3218,0.638431,115
M,0.3218,0.638431,74
Q,0.3218,0.638431,122
R,0.3218,0.638431,36
H,0.3219,0.638115,120
M,0.3219,0.638115,73
Q,0.3219,0.638115,102
R,0.3219,0.638115,46
H,0.3220,0.637923,115
M,0.3220,0.637923,87
Q,0.3220,0.637923,120
R,0.3220,0.637923,46
H,0.3221,0.637339,119
M,0.3221,0.637339,88
Q,0.3221,0.637339,115
R,0.3221,0.637339,53
H,0.3222,0.638041,139
M,0.3222,0.638041,78
Q,0.3222,0.638041,137
R,0.3222,0.638041,54
H,0.3223,0.637631,131
M,0.3223,0.637631,75
Q,0.3223,0.637631,96
R,0.3223,0.637631,45
H,0.3224,0.638215,130
M,0.3224,0.638215,99
Q,0.3224,0.638215,116
R,0.3224,0.638215,40
H,0.3225,0.637803,116
M,0.3225,0.637803,64
Q,0.3225,0.637803,114
R,0.3225,0.637803,27
H,0.3226,0.637391,111
M,0.3226,0.637391,85
Q,0.3226,0.637391,106
R,0.3226,0.637391,51
H,0.3227,0.637594,261
M,0.3227,0.637594,86
Q,0.3227,0.637594,102
R,0.3227,0.637594,50
H,0.3228,0.636957,158
M,0.3228,0.636957,93
Q,0.3228,0.636957,129
R,0.3228,0.636957,48
H,0.3229,0.637281,114
M,0.3229,0.637281,94
Q,0.3229,0.637281,102
R,0.3229,0.637281,41
H,0.3230,0.637562,110
M,0.3230,0.637562,72
Q,0.3230,0.637562,111
R,0.3230,0.637562,43
H,0.3231,0.637350,115
M,0.3231,0.637350,77
Q,0.3231,0.637350,105
R,0.3231,0.637350,47
H,0.3232,0.637501,123
M,0.3232,0.637501,86
Q,0.3232,0.637501,128
R,0.3232,0.637501,48
H,0.3233,0.637223,130
M,0.3233,0.637223,85
Q,0.3233,0.637223,114
R,0.3233,0.637223,35
H,0.3234,0.637625,122
M,0.3234,0.637625,85
Q,0.3234,0.637625,100
R,0.3234,0.637625,40
H,0.3235,0.637213,99
M,0.3235,0.637213,73
Q,0.3235,0.637213,118
R,0.3235,0.637213,46
H,0.3236,0.637235,118
M,0.3236,0.637235,74
Q,0.3236,0.637235,119
R,0.3236,0.637235,43
H,0.3237,0.636745,117
M,0.3237,0.636745,78
Q,0.3237,0.636745,87
R,0.3237,0.636745,51
H,0.3238,0.637011,116
M,0.3238,0.637011,83
Q,0.3238,0.637011,110
R,0.3238,0.637011,34
H,0.3239,0.637102,108
M,0.3239,0.637102,92
Q,0.3239,0.637102,108
R,0.3239,0.637102,32
H,0.3240,0.636505,137
M,0.3240,0.636505,69
Q,0.3240,0.636505,103
R,0.3240,0.636505,34
H,0.3241,0.636767,123
M,0.3241,0.636767,77
Q,0.3241,0.636767,86
R,0.3241,0.636767,34
H,0.3242,0.636598,116
M,0.3242,0.636598,89
Q,0.3242,0.636598,97
R,0.3242,0.636598,47
H,0.3243,0.636629,106
M,0.3243,0.636629,66
Q,0.3243,0.636629,95
R,0.3243,0.636629,28
H,0.3244,0.636025,103
M,0.3244,0.636025,76
Q,0.3244,0.636025,126
R,0.3244,0.636025,46
H,0.3245,0.636437,119
M,0.3245,0.636437,75
Q,0.3245,0.636437,117
R,0.3245,0.636437,41
H,0.3246,0.636977,104
M,0.3246,0.636977,79
Q,0.3246,0.636977,92
R,0.3246,0.636977,31
H,0.3247,0.636175,109
M,0.3247,0.636175,73
Q,0.3247,0.636175,89
R,0.3247,0.636175,55
H,0.3248,0.636528,132
M,0.3248,0.636528,65
Q,0.3248,0.636528,95
R,0.3248,0.636528,35
H,0.3249,0.635972,105
M,0.3249,0.635972,83
Q,0.3249,0.635972,98
R,0.3249,0.635972,46
H,0.3250,0.636104,90
M,0.3250,0.636104,82
Q,0.3250,0.636104,108
R,0.3250,0.636104,28
H,0.3251,0.636149,140
M,0.3251,0.636149,88
Q,0.3251,0.636149,107
R,0.3251,0.636149,34
H,0.3252,0.636048,126
M,0.3252,0.636048,71
Q,0.3252,0.636048,103
R,0.3252,0.636048,50
H,0.3253,0.635790,118
M,0.3253,0.635790,74
Q,0.3253,0.635790,101
R,0.3253,0.635790,34
H,0.3254,0.635903,109
M,0.3254,0.635903,80
Q,0.3254,0.635903,94
R,0.3254,0.635903,55
H,0.3255,0.635951,102
M,0.3255,0.635951,74
Q,0.3255,0.635951,106
R,0.3255,0.635951,44
H,0.3256,0.636181,126
M,0.3256,0.636181,85
Q,0.3256,0.636181,115
R,0.3256,0.636181,53
H,0.3257,0.635540,116
M,0.3257,0.635540,75
Q,0.3257,0.635540,103
R,0.3257,0.635540,45
H,0.3258,0.635340,169
M,0.3258,0.635340,103
Q,0.3258,0.635340,113
R,0.3258,0.635340,45
H,0.3259,0.635482,134
M,0.3259,0.635482,84
Q,0.3259,0.635482,104
R,0.3259,0.635482,59
H,0.3260,0.635499,168
M,0.3260,0.635499,73
Q,0.3260,0.635499,115
R,0.3260,0.635499,35
H,0.3261,0.635254,126
M,0.3261,0.635254,80
Q,0.3261,0.635254,144
R,0.3261,0.635254,45
H,0.3262,0.635751,180
M,0.3262,0.635751,123
Q,0.3262,0.635751,118
R,0.3262,0.635751,60
H,0.3263,0.635926,126
M,0.3263,0.635926,78
Q,0.3263,0.635926,80
R,0.3263,0.635926,32
H,0.3264,0.635419,138
M,0.3264,0.635419,82
Q,0.3264,0.635419,109
R,0.3264,0.635419,45
H,0.3265,0.635592,111
M,0.3265,0.635592,88
Q,0.3265,0.635592,94
R,0.3265,0.635592,39
H,0.3266,0.635619,116
M,0.3266,0.635619,73
Q,0.3266,0.635619,105
R,0.3266,0.635619,32
H,0.3267,0.635416,114
M,0.3267,0.635416,79
Q,0.3267,0.635416,106
R,0.3267,0.635416,35
H,0.3268,0.635211,105
M,0.3268,0.635211,74
Q,0.3268,0.635211,113
R,0.3268,0.635211,40
H,0.3269,0.635171,137
M,0.3269,0.635171,79
Q,0.3269,0.635171,105
R,0.3269,0.635171,39
H,0.3270,0.635036,105
M,0.3270,0.635036,81
Q,0.3270,0.635036,114
R,0.3270,0.635036,28
H,0.3271,0.635397,135
M,0.3271,0.635397,70
Q,0.3271,0.635397,117
R,0.3271,0.635397,35
H,0.3272,0.634678,109
M,0.3272,0.634678,74
Q,0.3272,0.634678,119
R,0.3272,0.634678,39
H,0.3273,0.634899,119
M,0.3273,0.634899,74
Q,0.3273,0.634899,97
R,0.3273,0.634899,44
H,0.3274,0.635218,117
M,0.3274,0.635218,81
Q,0.3274,0.635218,102
R,0.3274,0.635218,41
H,0.3275,0.634639,120
M,0.3275,0.634639,72
Q,0.3275,0.634639,107
R,0.3275,0.634639,30
H,0.3276,0.634836,124
M,0.3276,0.634836,71
Q,0.3276,0.634836,110
R,0.3276,0.634836,47
H,0.3277,0.635054,116
M,0.3277,0.635054,72
Q,0.3277,0.635054,105
R,0.3277,0.635054,50
H,0.3278,0.635032,121
M,0.3278,0.635032,81
Q,0.3278,0.635032,117
R,0.3278,0.635032,38
H,0.3279,0.634136,104
M,0.3279,0.634136,79
Q,0.3279,0.634136,106
R,0.3279,0.634136,52
H,0.3280,0.634446,114
M,0.3280,0.634446,66
Q,0.3280,0.634446,99
R,0.3280,0.634446,34
H,0.3281,0.634971,134
M,0.3281,0.634971,75
Q,0.3281,0.634971,103
R,0.3281,0.634971,37
H,0.3282,0.634607,109
M,0.3282,0.634607,73
Q,0.3282,0.634607,104
R,0.3282,0.634607,42
H,0.3283,0.634343,109
M,0.3283,0.634343,80
Q,0.3283,0.634343,95
R,0.3283,0.634343,37
H,0.3284,0.634218,138
M,0.3284,0.634218,79
Q,0.3284,0.634218,107
R,0.3284,0.634218,33
H,0.3285,0.634288,113
M,0.3285,0.634288,86
Q,0.3285,0.634288,92
R,0.3285,0.634288,37
H,0.3286,0.634192,125
M,0.3286,0.634192,89
Q,0.3286,0.634192,92
R,0.3286,0.634192,43
H,0.3287,0.634086,109
M,0.3287,0.634086,71
Q,0.3287,0.634086,108
R,0.3287,0.634086,42
H,0.3288,0.634198,121
M,0.3288,0.634198,93
Q,0.3288,0.634198,84
R,0.3288,0.634198,36
H,0.3289,0.634264,115
M,0.3289,0.634264,80
Q,0.3289,0.634264,141
R,0.3289,0.634264,91
H,0.3290,0.634389,170
M,0.3290,0.634389,91
Q,0.3290,0.634389,127
R,0.3290,0.634389,49
H,0.3291,0.633746,161
M,0.3291,0.633746,78
Q,0.3291,0.633746,116
R,0.3291,0.633746,36
H,0.3292,0.633812,151
M,0.3292,0.633812,83
Q,0.3292,0.633812,136
R,0.3292,0.633812,36
H,0.3293,0.634109,139
M,0.3293,0.634109,84
Q,0.3293,0.634109,98
R,0.3293,0.634109,40
H,0.3294,0.633990,130
M,0.3294,0.633990,81
Q,0.3294,0.633990,104
R,0.3294,0.633990,32
H,0.3295,0.633722,128
M,0.3295,0.633722,96
Q,0.3295,0.633722,124
R,0.3295,0.633722,33
H,0.3296,0.633721,149
M,0.3296,0.633721,80
Q,0.3296,0.633721,123
R,0.3296,0.633721,41
H,0.3297,0.633147,133
M,0.3297,0.633147,70
Q,0.3297,0.633147,111
R,0.3297,0.633147,41
H,0.3298,0.633580,135
M,0.3298,0.633580,72
Q,0.3298,0.633580,118
R,0.3298,0.633580,42
H,0.3299,0.633187,112
M,0.3299,0.633187,87
Q,0.3299,0.633187,94
R,0.3299,0.633187,33
H,0.3300,0.633158,176
M,0.3300,0.633158,80
Q,0.3300,0.633158,97
R,0.3300,0.633158,44
H,0.3301,0.633618,160
M,0.3301,0.633618,84
Q,0.3301,0.633618,105
R,0.3301,0.633618,52
H,0.3302,0.633637,125
M,0.3302,0.633637,83
Q,0.3302,0.633637,109
R,0.3302,0.633637,49
H,0.3303,0.633038,127
M,0.3303,0.633038,108
Q,0.3303,0.633038,167
R,0.3303,0.633038,33
H,0.3304,0.633432,108
M,0.3304,0.633432,85
Q,0.3304,0.633432,113
R,0.3304,0.633432,41
H,0.3305,0.633283,125
M,0.3305,0.633283,90
Q,0.3305,0.633283,108
R,0.3305,0.633283,38
H,0.3306,0.633037,117
M,0.3306,0.633037,79
Q,0.3306,0.633037,96
R,0.3306,0.633037,34
H,0.3307,0.632817,109
M,0.3307,0.632817,73
Q,0.3307,0.632817,123
R,0.3307,0.632817,52
H,0.3308,0.633867,109
M,0.3308,0.633867,78
Q,0.3308,0.633867,116
R,0.3308,0.633867,31
H,0.3309,0.632970,108
M,0.3309,0.632970,82
Q,0.3309,0.632970,100
R,0.3309,0.632970,39
H,0.3310,0.633220,129
M,0.3310,0.633220,73
Q,0.3310,0.633220,123
R,0.3310,0.633220,33
H,0.3311,0.633249,118
M,0.3311,0.633249,80
Q,0.3311,0.633249,101
R,0.3311,0.633249,38
H,0.3312,0.633189,120
M,0.3312,0.633189,78
Q,0.3312,0.633189,101
R,0.3312,0.633189,42
H,0.3313,0.632713,112
M,0.3313,0.632713,79
Q,0.3313,0.632713,99
R,0.3313,0.632713,48
H,0.3314,0.632782,125
M,0.3314,0.632782,90
Q,0.3314,0.632782,105
R,0.3314,0.632782,37
H,0.3315,0.632661,121
M,0.3315,0.632661,73
Q,0.3315,0.632661,103
R,0.3315,0.632661,40
H,0.3316,0.632409,128
M,0.3316,0.632409,77
Q,0.3316,0.632409,88
R,0.3316,0.632409,37
H,0.3317,0.632543,113
M,0.3317,0.632543,83
Q,0.3317,0.632543,139
R,0.3317,0.632543,46
H,0.3318,0.632814,100
M,0.3318,0.632814,69
Q,0.3318,0.632814,91
R,0.3318,0.632814,40
H,0.3319,0.632885,116
M,0.3319,0.632885,91
Q,0.3319,0.632885,102
R,0.3319,0.632885,28
H,0.3320,0.633152,123
M,0.3320,0.633152,82
Q,0.3320,0.633152,98
R,0.3320,0.633152,33
H,0.3321,0.632478,112
M,0.3321,0.632478,79
Q,0.3321,0.632478,102
R,0.3321,0.632478,50
H,0.3322,0.632765,126
M,0.3322,0.632765,73
Q,0.3322,0.632765,111
R,0.3322,0.632765,44
H,0.3323,0.632602,93
M,0.3323,0.632602,61
Q,0.3323,0.632602,106
R,0.3323,0.632602,36
H,0.3324,0.632022,123
M,0.3324,0.632022,94
Q,0.3324,0.632022,121
R,0.3324,0.632022,39
H,0.3325,0.632170,108
M,0.3325,0.632170,63
Q,0.3325,0.632170,103
R,0.3325,0.632170,30
H,0.3326,0.632284,104
M,0.3326,0.632284,83
Q,0.3326,0.632284,103
R,0.3326,0.632284,42
H,0.3327,0.632286,114
M,0.3327,0.632286,106
Q,0.3327,0.632286,109
R,0.3327,0.632286,32
H,0.3328,0.631847,120
M,0.3328,0.631847,78
Q,0.3328,0.631847,98
R,0.3328,0.631847,36
H,0.3329,0.631694,104
M,0.3329,0.631694,104
Q,0.3329,0.631694,110
R,0.3329,0.631694,53
H,0.3330,0.631851,119
M,0.3330,0.631851,85
Q,0.3330,0.631851,95
R,0.3330,0.631851,34
H,0.3331,0.632065,118
M,0.3331,0.632065,76
Q,0.3331,0.632065,102
R,0.3331,0.632065,31
H,0.3332,0.632387,123
M,0.3332,0.632387,66
Q,0.3332,0.632387,109
R,0.3332,0.632387,48
H,0.3333,0.632217,131
M,0.3333,0.632217,75
Q,0.3333,0.632217,160
R,0.3333,0.632217,39
H,0.3334,0.631710,132
M,0.3334,0.631710,70
Q,0.3334,0.631710,92
R,0.3334,0.631710,40
H,0.3335,0.631553,111
M,0.3335,0.631553,71
Q,0.3335,0.631553,99
R,0.3335,0.631553,31
H,0.3336,0.631539,129
M,0.3336,0.631539,69
Q,0.3336,0.631539,114
R,0.3336,0.631539,44
H,0.3337,0.631730,103
M,0.3337,0.631730,80
Q,0.3337,0.631730,100
R,0.3337,0.631730,43
H,0.3338,0.631009,124
M,0.3338,0.631009,81
Q,0.3338,0.631009,85
R,0.3338,0.631009,39
H,0.3339,0.631526,122
M,0.3339,0.631526,78
Q,0.3339,0.631526,97
R,0.3339,0.631526,34
H,0.3340,0.631432,133
M,0.3340,0.631432,74
Q,0.3340,0.631432,104
R,0.3340,0.631432,32
H,0.3341,0.631512,120
M,0.3341,0.631512,79
Q,0.3341,0.631512,119
R,0.3341,0.631512,29
H,0.3342,0.631268,119
M,0.3342,0.631268,71
Q,0.3342,0.631268,110
R,0.3342,0.631268,48
H,0.3343,0.631013,130
M,0.3343,0.631013,76
Q,0.3343,0.631013,90
R,0.3343,0.631013,36
H,0.3344,0.631380,117
M,0.3344,0.631380,77
Q,0.3344,0.631380,106
R,0.3344,0.631380,41
H,0.3345,0.631251,126
M,0.3345,0.631251,84
Q,0.3345,0.631251,96
R,0.3345,0.631251,32
H,0.3346,0.631420,126
M,0.3346,0.631420,83
Q,0.3346,0.631420,98
R,0.3346,0.631420,38
H,0.3347,0.630894,117
M,0.3347,0.630894,72
Q,0.3347,0.630894,125
R,0.3347,0.630894,53
H,0.3348,0.630763,115
M,0.3348,0.630763,88
Q,0.3348,0.630763,104
R,0.3348,0.630763,43
H,0.3349,0.630854,129
M,0.3349,0.630854,91
Q,0.3349,0.630854,96
R,0.3349,0.630854,29
H,0.3350,0.630889,111
M,0.3350,0.630889,69
Q,0.3350,0.630889,82
R,0.3350,0.630889,39
H,0.3351,0.630883,110
M,0.3351,0.630883,68
Q,0.3351,0.630883,94
R,0.3351,0.630883,33
H,0.3352,0.631010,128
M,0.3352,0.631010,76
Q,0.3352,0.631010,105
R,0.3352,0.631010,58
H,0.3353,0.630780,114
M,0.3353,0.630780,77
Q,0.3353,0.630780,97
R,0.3353,0.630780,35
H,0.3354,0.630748,126
M,0.3354,0.630748,79
Q,0.3354,0.630748,102
R,0.3354,0.630748,31
H,0.3355,0.630766,119
M,0.3355,0.630766,72
Q,0.3355,0.630766,102
R,0.3355,0.630766,36
H,0.3356,0.630802,125
M,0.3356,0.630802,83
Q,0.3356,0.630802,102
R,0.3356,0.630802,50
H,0.3357,0.630928,114
M,0.3357,0.630928,70
Q,0.3357,0.630928,118
R,0.3357,0.630928,34
H,0.3358,0.630783,113
M,0.3358,0.630783,73
Q,0.3358,0.630783,123
R,0.3358,0.630783,39
H,0.3359,0.630731,122
M,0.3359,0.630731,80
Q,0.3359,0.630731,84
R,0.3359,0.630731,37
H,0.3360,0.630728,127
M,0.3360,0.630728,78
Q,0.3360,0.630728,108
R,0.3360,0.630728,51
H,0.3361,0.630193,146
M,0.3361,0.630193,104
Q,0.3361,0.630193,94
R,0.3361,0.630193,37
H,0.3362,0.630470,101
M,0.3362,0.630470,68
Q,0.3362,0.630470,97
R,0.3362,0.630470,44
H,0.3363,0.630193,117
M,0.3363,0.630193,89
Q,0.3363,0.630193,102
R,0.3363,0.630193,39
H,0.3364,0.629591,108
M,0.3364,0.629591,82
Q,0.3364,0.629591,93
R,0.3364,0.629591,28
H,0.3365,0.630547,109
M,0.3365,0.630547,76
Q,0.3365,0.630547,118
R,0.3365,0.630547,33
H,0.3366,0.629976,113
M,0.3366,0.629976,77
Q,0.3366,0.629976,105
R,0.3366,0.629976,33
H,0.3367,0.630025,104
M,0.3367,0.630025,73
Q,0.3367,0.630025,89
R,0.3367,0.630025,45
H,0.3368,0.630096,120
M,0.3368,0.630096,74
Q,0.3368,0.630096,106
R,0.3368,0.630096,32
H,0.3369,0.629996,116
M,0.3369,0.629996,79
Q,0.3369,0.629996,96
R,0.3369,0.629996,30
H,0.3370,0.630353,111
M,0.3370,0.630353,94
Q,0.3370,0.630353,121
R,0.3370,0.630353,42
H,0.3371,0.629794,165
M,0.3371,0.629794,93
Q,0.3371,0.629794,96
R,0.3371,0.629794,42
H,0.3372,0.629597,137
M,0.3372,0.629597,97
Q,0.3372,0.629597,114
R,0.3372,0.629597,54
H,0.3373,0.629656,120
M,0.3373,0.629656,88
Q,0.3373,0.629656,110
R,0.3373,0.629656,45
H,0.3374,0.629782,126
M,0.3374,0.629782,86
Q,0.3374,0.629782,104
R,0.3374,0.629782,35
H,0.3375,0.629256,119
M,0.3375,0.629256,81
Q,0.3375,0.629256,109
R,0.3375,0.629256,36
H,0.3376,0.629558,104
M,0.3376,0.629558,68
Q,0.3376,0.629558,110
R,0.3376,0.629558,35
H,0.3377,0.629476,123
M,0.3377,0.629476,73
Q,0.3377,0.629476,101
R,0.3377,0.629476,38
H,0.3378,0.629642,127
M,0.3378,0.629642,81
Q,0.3378,0.629642,106
R,0.3378,0.629642,28
H,0.3379,0.629081,203
M,0.3379,0.629081,130
Q,0.3379,0.629081,104
R,0.3379,0.629081,37
H,0.3380,0.629489,104
M,0.3380,0.629489,69
Q,0.3380,0.629489,100
R,0.3380,0.629489,28
H,0.3381,0.628847,114
M,0.3381,0.628847,80
Q,0.3381,0.628847,109
R,0.3381,0.628847,45
H,0.3382,0.629660,104
M,0.3382,0.629660,84
Q,0.3382,0.629660,91
R,0.3382,0.629660,44
H,0.3383,0.629222,115
M,0.3383,0.629222,72
Q,0.3383,0.629222,111
R,0.3383,0.629222,36
H,0.3384,0.629235,115
M,0.3384,0.629235,76
Q,0.3384,0.629235,127
R,0.3384,0.629235,30
H,0.3385,0.629120,115
M,0.3385,0.629120,76
Q,0.3385,0.629120,105
R,0.3385,0.629120,36
H,0.3386,0.629540,135
M,0.3386,0.629540,62
Q,0.3386,0.629540,98
R,0.3386,0.629540,32
H,0.3387,0.628860,101
M,0.3387,0.628860,78
Q,0.3387,0.628860,117
R,0.3387,0.628860,53
H,0.3388,0.628585,121
M,0.3388,0.628585,70
Q,0.3388,0.628585,99
R,0.3388,0.628585,44
H,0.3389,0.628993,137
M,0.3389,0.628993,80
Q,0.3389,0.628993,119
R,0.3389,0.628993,39
H,0.3390,0.628799,111
M,0.3390,0.628799,77
Q,0.3390,0.628799,111
R,0.3390,0.628799,34
H,0.3391,0.628527,106
M,0.3391,0.628527,75
Q,0.3391,0.628527,105
R,0.3391,0.628527,37
H,0.3392,0.628443,120
M,0.3392,0.628443,73
Q,0.3392,0.628443,118
R,0.3392,0.628443,48
H,0.3393,0.628886,126
M,0.3393,0.628886,73
Q,0.3393,0.628886,112
R,0.3393,0.628886,32
H,0.3394,0.628162,109
M,0.3394,0.628162,81
Q,0.3394,0.628162,111
R,0.3394,0.628162,43
H,0.3395,0.628328,115
M,0.3395,0.628328,78
Q,0.3395,0.628328,109
R,0.3395,0.628328,34
H,0.3396,0.628997,106
M,0.3396,0.628997,80
Q,0.3396,0.628997,92
R,0.3396,0.628997,40
H,0.3397,0.628389,123
M,0.3397,0.628389,78
Q,0.3397,0.628389,101
R,0.3397,0.628389,46
H,0.3398,0.628648,131
M,0.3398,0.628648,78
Q,0.3398,0.628648,121
R,0.3398,0.628648,35
H,0.3399,0.628391,126
M,0.3399,0.628391,88
Q,0.3399,0.628391,94
R,0.3399,0.628391,39
H,0.3400,0.628040,118
M,0.3400,0.628040,85
Q,0.3400,0.628040,109
R,0.3400,0.628040,46
H,0.3401,0.628675,119
M,0.3401,0.628675,75
Q,0.3401,0.628675,100
R,0.3401,0.628675,36
H,0.3402,0.628548,117
M,0.3402,0.628548,67
Q,0.3402,0.628548,116
R,0.3402,0.628548,46
H,0.3403,0.628433,130
M,0.3403,0.628433,87
Q,0.3403,0.628433,110
R,0.3403,0.628433,31
H,0.3404,0.628342,105
M,0.3404,0.628342,76
Q,0.3404,0.628342,108
R,0.3404,0.628342,31
H,0.3405,0.628395,123
M,0.3405,0.628395,72
Q,0.3405,0.628395,98
R,0.3405,0.628395,28
H,0.3406,0.628036,127
M,0.3406,0.628036,73
Q,0.3406,0.628036,110
R,0.3406,0.628036,44
H,0.3407,0.627925,128
M,0.3407,0.627925,81
Q,0.3407,0.627925,126
R,0.3407,0.627925,60
H,0.3408,0.627625,113
M,0.3408,0.627625,73
Q,0.3408,0.627625,108
R,0.3408,0.627625,33
H,0.3409,0.627619,153
M,0.3409,0.627619,96
Q,0.3409,0.627619,116
R,0.3409,0.627619,37
H,0.3410,0.627931,137
M,0.3410,0.627931,79
Q,0.3410,0.627931,111
R,0.3410,0.627931,30
H,0.3411,0.627553,124
M,0.3411,0.627553,71
Q,0.3411,0.627553,96
R,0.3411,0.627553,35
H,0.3412,0.628313,127
M,0.3412,0.628313,74
Q,0.3412,0.628313,96
R,0.3412,0.628313,58
H,0.3413,0.628018,127
M,0.3413,0.628018,81
Q,0.3413,0.628018,94
R,0.3413,0.628018,35
H,0.3414,0.627407,139
M,0.3414,0.627407,96
Q,0.3414,0.627407,116
R,0.3414,0.627407,28
H,0.3415,0.627583,146
M,0.3415,0.627583,82
Q,0.3415,0.627583,111
R,0.3415,0.627583,34
H,0.3416,0.627443,149
M,0.3416,0.627443,93
Q,0.3416,0.627443,107
R,0.3416,0.627443,50
H,0.3417,0.626984,133
M,0.3417,0.626984,95
Q,0.3417,0.626984,123
R,0.3417,0.626984,50
H,0.3418,0.628215,137
M,0.3418,0.628215,86
Q,0.3418,0.628215,104
R,0.3418,0.628215,32
H,0.3419,0.627307,105
M,0.3419,0.627307,73
Q,0.3419,0.627307,102
R,0.3419,0.627307,36
H,0.3420,0.627412,142
M,0.3420,0.627412,82
Q,0.3420,0.627412,112
R,0.3420,0.627412,30
H,0.3421,0.627488,133
M,0.3421,0.627488,80
Q,0.3421,0.627488,93
R,0.3421,0.627488,40
H,0.3422,0.626809,116
M,0.3422,0.626809,105
Q,0.3422,0.626809,132
R,0.3422,0.626809,46
H,0.3423,0.627152,107
M,0.3423,0.627152,82
Q,0.3423,0.627152,136
R,0.3423,0.627152,34
H,0.3424,0.627617,112
M,0.3424,0.627617,77
Q,0.3424,0.627617,102
R,0.3424,0.627617,41
H,0.3425,0.626969,103
M,0.3425,0.626969,69
Q,0.3425,0.626969,104
R,0.3425,0.626969,52
H,0.3426,0.627089,100
M,0.3426,0.627089,73
Q,0.3426,0.627089,116
R,0.3426,0.627089,31
H,0.3427,0.626942,119
M,0.3427,0.626942,83
Q,0.3427,0.626942,111
R,0.3427,0.626942,49
H,0.3428,0.627555,109
M,0.3428,0.627555,76
Q,0.3428,0.627555,90
R,0.3428,0.627555,31
H,0.3429,0.626798,128
M,0.3429,0.626798,94
Q,0.3429,0.626798,111
R,0.3429,0.626798,40
H,0.3430,0.626682,100
M,0.3430,0.626682,82
Q,0.3430,0.626682,122
R,0.3430,0.626682,31
H,0.3431,0.627456,102
M,0.3431,0.627456,68
Q,0.3431,0.627456,96
R,0.3431,0.627456,34
H,0.3432,0.627038,111
M,0.3432,0.627038,83
Q,0.3432,0.627038,106
R,0.3432,0.627038,49
H,0.3433,0.626591,124
M,0.3433,0.626591,82
Q,0.3433,0.626591,105
R,0.3433,0.626591,30
H,0.3434,0.626295,115
M,0.3434,0.626295,85
Q,0.3434,0.626295,114
R,0.3434,0.626295,44
H,0.3435,0.626827,130
M,0.3435,0.626827,72
Q,0.3435,0.626827,109
R,0.3435,0.626827,30
H,0.3436,0.626556,118
M,0.3436,0.626556,71
Q,0.3436,0.626556,100
R,0.3436,0.626556,47
H,0.3437,0.626301,131
M,0.3437,0.626301,73
Q,0.3437,0.626301,106
R,0.3437,0.626301,38
H,0.3438,0.626487,108
M,0.3438,0.626487,74
Q,0.3438,0.626487,106
R,0.3438,0.626487,39
H,0.3439,0.626369,106
