Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
R,0.21102,0.715270,27
H,0.21103,0.714713,81
M,0.21103,0.714713,51
Q,0.21103,0.714713,72
R,0.21103,0.714713,30
H,0.21104,0.714785,84
M,0.21104,0.714785,54
Q,0.21104,0.714785,71
R,0.21104,0.714785,30
H,0.21105,0.714911,81
M,0.21105,0.714911,51
Q,0.21105,0.714911,70
R,0.21105,0.714911,28
H,0.21106,0.715038,82
M,0.21106,0.715038,51
Q,0.21106,0.715038,71
R,0.21106,0.715038,27
H,0.21107,0.715208,81
M,0.21107,0.715208,53
Q,0.21107,0.715208,73
R,0.21107,0.715208,27
H,0.21108,0.715486,80
M,0.21108,0.715486,52
Q,0.21108,0.715486,78
R,0.21108,0.715486,27
H,0.21109,0.714865,83
M,0.21109,0.714865,52
Q,0.21109,0.714865,75
R,0.21109,0.714865,27
H,0.21110,0.714786,79
M,0.21110,0.714786,54
Q,0.21110,0.714786,78
R,0.21110,0.714786,28
H,0.21111,0.714897,81
M,0.21111,0.714897,52
Q,0.21111,0.714897,76
R,0.21111,0.714897,28
H,0.21112,0.715049,79
M,0.21112,0.715049,51
Q,0.21112,0.715049,77
R,0.21112,0.715049,27
H,0.21113,0.714507,79
M,0.21113,0.714507,54
Q,0.21113,0.714507,75
R,0.21113,0.714507,29
H,0.21114,0.715291,96
M,0.21114,0.715291,55
Q,0.21114,0.715291,71
R,0.21114,0.715291,29
H,0.21115,0.714643,81
M,0.21115,0.714643,51
Q,0.21115,0.714643,81
R,0.21115,0.714643,30
H,0.21116,0.715005,96
M,0.21116,0.715005,53
Q,0.21116,0.715005,72
R,0.21116,0.715005,28
H,0.21117,0.715333,88
M,0.21117,0.715333,53
Q,0.21117,0.715333,74
R,0.21117,0.715333,31
H,0.21118,0.714472,83
M,0.21118,0.714472,52
Q,0.21118,0.714472,79
R,0.21118,0.714472,28
H,0.21119,0.714897,80
M,0.21119,0.714897,54
Q,0.21119,0.714897,77
R,0.21119,0.714897,27
H,0.21120,0.714522,81
M,0.21120,0.714522,51
Q,0.21120,0.714522,73
R,0.21120,0.714522,28
H,0.21121,0.715155,79
M,0.21121,0.715155,51
Q,0.21121,0.715155,72
R,0.21121,0.715155,28
H,0.21122,0.714451,83
M,0.21122,0.714451,62
Q,0.21122,0.714451,76
R,0.21122,0.714451,31
H,0.21123,0.714465,89
M,0.21123,0.714465,51
Q,0.21123,0.714465,77
R,0.21123,0.714465,28
H,0.21124,0.714704,82
M,0.21124,0.714704,51
Q,0.21124,0.714704,76
R,0.21124,0.714704,27
H,0.21125,0.715048,83
M,0.21125,0.715048,55
Q,0.21125,0.715048,73
R,0.21125,0.715048,31
H,0.21126,0.714439,88
M,0.21126,0.714439,51
Q,0.21126,0.714439,71
R,0.21126,0.714439,28
H,0.21127,0.714810,80
M,0.21127,0.714810,51
Q,0.21127,0.714810,80
R,0.21127,0.714810,28
H,0.21128,0.714342,80
M,0.21128,0.714342,53
Q,0.21128,0.714342,71
R,0.21128,0.714342,27
H,0.21129,0.714932,82
M,0.21129,0.714932,54
Q,0.21129,0.714932,76
R,0.21129,0.714932,30
H,0.21130,0.715005,89
M,0.21130,0.715005,51
Q,0.21130,0.715005,70
R,0.21130,0.715005,28
H,0.21131,0.714873,80
M,0.21131,0.714873,54
Q,0.21131,0.714873,77
R,0.21131,0.714873,27
H,0.21132,0.714835,84
M,0.21132,0.714835,51
Q,0.21132,0.714835,73
R,0.21132,0.714835,28
H,0.21133,0.714310,102
M,0.21133,0.714310,57
Q,0.21133,0.714310,90
R,0.21133,0.714310,27
H,0.21134,0.714547,88
M,0.21134,0.714547,55
Q,0.21134,0.714547,70
R,0.21134,0.714547,28
H,0.21135,0.714763,89
M,0.21135,0.714763,55
Q,0.21135,0.714763,81
R,0.21135,0.714763,34
H,0.21136,0.714583,95
M,0.21136,0.714583,56
Q,0.21136,0.714583,104
R,0.21136,0.714583,31
H,0.21137,0.715089,86
M,0.21137,0.715089,54
Q,0.21137,0.715089,78
R,0.21137,0.715089,28
H,0.21138,0.714896,81
M,0.21138,0.714896,52
Q,0.21138,0.714896,70
R,0.21138,0.714896,30
H,0.21139,0.714512,86
M,0.21139,0.714512,55
Q,0.21139,0.714512,87
R,0.21139,0.714512,31
H,0.21140,0.714458,87
M,0.21140,0.714458,62
Q,0.21140,0.714458,80
R,0.21140,0.714458,38
H,0.21141,0.715129,84
M,0.21141,0.715129,56
Q,0.21141,0.715129,96
R,0.21141,0.715129,29
H,0.21142,0.714639,105
M,0.21142,0.714639,59
Q,0.21142,0.714639,79
R,0.21142,0.714639,60
H,0.21143,0.714827,109
M,0.21143,0.714827,56
Q,0.21143,0.714827,76
R,0.21143,0.714827,36
H,0.21144,0.714806,96
M,0.21144,0.714806,72
Q,0.21144,0.714806,87
R,0.21144,0.714806,29
H,0.21145,0.714526,87
M,0.21145,0.714526,54
Q,0.21145,0.714526,88
R,0.21145,0.714526,30
H,0.21146,0.714583,89
M,0.21146,0.714583,62
Q,0.21146,0.714583,91
R,0.21146,0.714583,29
H,0.21147,0.714636,98
M,0.21147,0.714636,61
Q,0.21147,0.714636,94
R,0.21147,0.714636,30
H,0.21148,0.714658,90
M,0.21148,0.714658,54
Q,0.21148,0.714658,77
R,0.21148,0.714658,28
H,0.21149,0.714449,94
M,0.21149,0.714449,65
Q,0.21149,0.714449,87
R,0.21149,0.714449,38
H,0.21150,0.714280,91
M,0.21150,0.714280,57
Q,0.21150,0.714280,75
R,0.21150,0.714280,31
H,0.21151,0.714918,99
M,0.21151,0.714918,60
Q,0.21151,0.714918,84
R,0.21151,0.714918,36
H,0.21152,0.714332,93
M,0.21152,0.714332,62
Q,0.21152,0.714332,75
R,0.21152,0.714332,34
H,0.21153,0.714569,86
M,0.21153,0.714569,54
Q,0.21153,0.714569,85
R,0.21153,0.714569,28
H,0.21154,0.714535,90
M,0.21154,0.714535,54
Q,0.21154,0.714535,79
R,0.21154,0.714535,34
H,0.21155,0.714509,95
M,0.21155,0.714509,73
Q,0.21155,0.714509,78
R,0.21155,0.714509,32
H,0.21156,0.714597,89
M,0.21156,0.714597,55
Q,0.21156,0.714597,76
R,0.21156,0.714597,29
H,0.21157,0.714436,99
M,0.21157,0.714436,57
Q,0.21157,0.714436,98
R,0.21157,0.714436,35
H,0.21158,0.714534,94
M,0.21158,0.714534,65
Q,0.21158,0.714534,80
R,0.21158,0.714534,30
H,0.21159,0.714480,91
M,0.21159,0.714480,56
Q,0.21159,0.714480,78
R,0.21159,0.714480,28
H,0.21160,0.714514,84
M,0.21160,0.714514,53
Q,0.21160,0.714514,77
R,0.21160,0.714514,28
H,0.21161,0.714434,92
M,0.21161,0.714434,56
Q,0.21161,0.714434,78
R,0.21161,0.714434,30
H,0.21162,0.714161,93
M,0.21162,0.714161,54
Q,0.21162,0.714161,76
R,0.21162,0.714161,33
H,0.21163,0.714323,87
M,0.21163,0.714323,55
Q,0.21163,0.714323,79
R,0.21163,0.714323,28
H,0.21164,0.714855,90
M,0.21164,0.714855,56
Q,0.21164,0.714855,77
R,0.21164,0.714855,31
H,0.21165,0.714607,92
M,0.21165,0.714607,53
Q,0.21165,0.714607,72
R,0.21165,0.714607,31
H,0.21166,0.714319,89
M,0.21166,0.714319,55
Q,0.21166,0.714319,81
R,0.21166,0.714319,29
H,0.21167,0.714284,91
M,0.21167,0.714284,60
Q,0.21167,0.714284,85
R,0.21167,0.714284,28
H,0.21168,0.713925,84
M,0.21168,0.713925,55
Q,0.21168,0.713925,78
R,0.21168,0.713925,27
H,0.21169,0.714057,82
M,0.21169,0.714057,52
Q,0.21169,0.714057,83
R,0.21169,0.714057,32
H,0.21170,0.714029,92
M,0.21170,0.714029,59
Q,0.21170,0.714029,71
R,0.21170,0.714029,27
H,0.21171,0.714316,97
M,0.21171,0.714316,58
Q,0.21171,0.714316,80
R,0.21171,0.714316,36
H,0.21172,0.714359,93
M,0.21172,0.714359,57
Q,0.21172,0.714359,79
R,0.21172,0.714359,30
H,0.21173,0.714468,94
M,0.21173,0.714468,56
Q,0.21173,0.714468,79
R,0.21173,0.714468,30
H,0.21174,0.714040,152
M,0.21174,0.714040,61
Q,0.21174,0.714040,85
R,0.21174,0.714040,31
H,0.21175,0.714331,98
M,0.21175,0.714331,56
Q,0.21175,0.714331,89
R,0.21175,0.714331,37
H,0.21176,0.714344,87
M,0.21176,0.714344,67
Q,0.21176,0.714344,97
R,0.21176,0.714344,37
H,0.21177,0.714352,110
M,0.21177,0.714352,57
Q,0.21177,0.714352,78
R,0.21177,0.714352,39
H,0.21178,0.714468,184
M,0.21178,0.714468,72
Q,0.21178,0.714468,76
R,0.21178,0.714468,28
H,0.21179,0.713721,87
M,0.21179,0.713721,58
Q,0.21179,0.713721,81
R,0.21179,0.713721,27
H,0.21180,0.713984,88
M,0.21180,0.713984,60
Q,0.21180,0.713984,105
R,0.21180,0.713984,29
H,0.21181,0.714413,86
M,0.21181,0.714413,57
Q,0.21181,0.714413,82
R,0.21181,0.714413,28
H,0.21182,0.714042,89
M,0.21182,0.714042,55
Q,0.21182,0.714042,76
R,0.21182,0.714042,28
H,0.21183,0.714536,86
M,0.21183,0.714536,52
Q,0.21183,0.714536,83
R,0.21183,0.714536,30
H,0.21184,0.714529,89
M,0.21184,0.714529,53
Q,0.21184,0.714529,74
R,0.21184,0.714529,29
H,0.21185,0.714029,91
M,0.21185,0.714029,62
Q,0.21185,0.714029,79
R,0.21185,0.714029,29
H,0.21186,0.714868,86
M,0.21186,0.714868,54
Q,0.21186,0.714868,74
R,0.21186,0.714868,28
H,0.21187,0.714016,109
M,0.21187,0.714016,53
Q,0.21187,0.714016,85
R,0.21187,0.714016,28
H,0.21188,0.714406,84
M,0.21188,0.714406,63
Q,0.21188,0.714406,78
R,0.21188,0.714406,35
H,0.21189,0.714352,99
M,0.21189,0.714352,62
Q,0.21189,0.714352,84
R,0.21189,0.714352,30
H,0.21190,0.714285,87
M,0.21190,0.714285,54
Q,0.21190,0.714285,77
R,0.21190,0.714285,29
H,0.21191,0.714588,84
M,0.21191,0.714588,54
Q,0.21191,0.714588,73
R,0.21191,0.714588,27
H,0.21192,0.714080,87
M,0.21192,0.714080,52
Q,0.21192,0.714080,81
R,0.21192,0.714080,28
H,0.21193,0.713974,84
M,0.21193,0.713974,53
Q,0.21193,0.713974,79
R,0.21193,0.713974,28
H,0.21194,0.713851,79
M,0.21194,0.713851,57
Q,0.21194,0.713851,75
R,0.21194,0.713851,28
H,0.21195,0.714324,86
M,0.21195,0.714324,51
Q,0.21195,0.714324,73
R,0.21195,0.714324,27
H,0.21196,0.714319,90
M,0.21196,0.714319,51
Q,0.21196,0.714319,77
R,0.21196,0.714319,27
H,0.21197,0.714207,87
M,0.21197,0.714207,55
Q,0.21197,0.714207,79
R,0.21197,0.714207,28
H,0.21198,0.714053,85
M,0.21198,0.714053,53
Q,0.21198,0.714053,78
R,0.21198,0.714053,27
H,0.21199,0.714235,88
M,0.21199,0.714235,54
Q,0.21199,0.714235,78
R,0.21199,0.714235,28
H,0.21200,0.714158,99
M,0.21200,0.714158,55
Q,0.21200,0.714158,73
R,0.21200,0.714158,29
H,0.21201,0.714161,89
M,0.21201,0.714161,51
Q,0.21201,0.714161,71
R,0.21201,0.714161,33
H,0.21202,0.714149,81
M,0.21202,0.714149,52
Q,0.21202,0.714149,81
R,0.21202,0.714149,28
H,0.21203,0.713602,80
M,0.21203,0.713602,55
Q,0.21203,0.713602,73
R,0.21203,0.713602,28
H,0.21204,0.713838,87
M,0.21204,0.713838,51
Q,0.21204,0.713838,78
R,0.21204,0.713838,30
H,0.21205,0.714214,85
M,0.21205,0.714214,52
Q,0.21205,0.714214,82
R,0.21205,0.714214,28
H,0.21206,0.714004,99
M,0.21206,0.714004,60
Q,0.21206,0.714004,86
R,0.21206,0.714004,40
H,0.21207,0.713911,89
M,0.21207,0.713911,53
Q,0.21207,0.713911,80
R,0.21207,0.713911,29
H,0.21208,0.713821,88
M,0.21208,0.713821,53
Q,0.21208,0.713821,81
R,0.21208,0.713821,27
H,0.21209,0.714127,88
M,0.21209,0.714127,114
Q,0.21209,0.714127,85
R,0.21209,0.714127,38
H,0.21210,0.714319,100
M,0.21210,0.714319,55
Q,0.21210,0.714319,79
R,0.21210,0.714319,35
H,0.21211,0.713998,83
M,0.21211,0.713998,74
Q,0.21211,0.713998,86
R,0.21211,0.713998,33
H,0.21212,0.714122,97
M,0.21212,0.714122,63
Q,0.21212,0.714122,74
R,0.21212,0.714122,30
H,0.21213,0.714114,84
M,0.21213,0.714114,51
Q,0.21213,0.714114,78
R,0.21213,0.714114,27
H,0.21214,0.714386,83
M,0.21214,0.714386,51
Q,0.21214,0.714386,78
R,0.21214,0.714386,27
H,0.21215,0.713976,82
M,0.21215,0.713976,54
Q,0.21215,0.713976,79
R,0.21215,0.713976,28
H,0.21216,0.714205,79
M,0.21216,0.714205,52
Q,0.21216,0.714205,77
R,0.21216,0.714205,27
H,0.21217,0.713962,82
M,0.21217,0.713962,51
Q,0.21217,0.713962,83
R,0.21217,0.713962,27
H,0.21218,0.714346,84
M,0.21218,0.714346,56
Q,0.21218,0.714346,77
R,0.21218,0.714346,28
H,0.21219,0.714395,84
M,0.21219,0.714395,52
Q,0.21219,0.714395,73
R,0.21219,0.714395,27
H,0.21220,0.714179,83
M,0.21220,0.714179,51
Q,0.21220,0.714179,76
R,0.21220,0.714179,28
H,0.21221,0.714184,82
M,0.21221,0.714184,53
Q,0.21221,0.714184,78
R,0.21221,0.714184,28
H,0.21222,0.713698,81
M,0.21222,0.713698,51
Q,0.21222,0.713698,70
R,0.21222,0.713698,28
H,0.21223,0.713905,81
M,0.21223,0.713905,51
Q,0.21223,0.713905,78
R,0.21223,0.713905,28
H,0.21224,0.713998,81
M,0.21224,0.713998,55
Q,0.21224,0.713998,78
R,0.21224,0.713998,28
H,0.21225,0.713975,87
M,0.21225,0.713975,51
Q,0.21225,0.713975,79
R,0.21225,0.713975,28
H,0.21226,0.713495,84
M,0.21226,0.713495,51
Q,0.21226,0.713495,70
R,0.21226,0.713495,27
H,0.21227,0.713889,82
M,0.21227,0.713889,54
Q,0.21227,0.713889,77
R,0.21227,0.713889,28
H,0.21228,0.713862,87
M,0.21228,0.713862,52
Q,0.21228,0.713862,73
R,0.21228,0.713862,29
H,0.21229,0.713606,83
M,0.21229,0.713606,52
Q,0.21229,0.713606,72
R,0.21229,0.713606,28
H,0.21230,0.714125,82
M,0.21230,0.714125,57
Q,0.21230,0.714125,77
R,0.21230,0.714125,40
H,0.21231,0.713626,100
M,0.21231,0.713626,55
Q,0.21231,0.713626,76
R,0.21231,0.713626,28
H,0.21232,0.713958,96
M,0.21232,0.713958,56
Q,0.21232,0.713958,82
R,0.21232,0.713958,31
H,0.21233,0.713927,101
M,0.21233,0.713927,63
Q,0.21233,0.713927,89
R,0.21233,0.713927,33
H,0.21234,0.713605,102
M,0.21234,0.713605,63
Q,0.21234,0.713605,97
R,0.21234,0.713605,34
H,0.21235,0.713567,128
M,0.21235,0.713567,58
Q,0.21235,0.713567,80
R,0.21235,0.713567,32
H,0.21236,0.713797,101
M,0.21236,0.713797,68
Q,0.21236,0.713797,92
R,0.21236,0.713797,32
H,0.21237,0.714070,103
M,0.21237,0.714070,62
Q,0.21237,0.714070,75
R,0.21237,0.714070,31
H,0.21238,0.714010,95
M,0.21238,0.714010,54
Q,0.21238,0.714010,78
R,0.21238,0.714010,28
H,0.21239,0.713733,87
M,0.21239,0.713733,54
Q,0.21239,0.713733,70
R,0.21239,0.713733,27
H,0.21240,0.714093,84
M,0.21240,0.714093,51
Q,0.21240,0.714093,69
R,0.21240,0.714093,28
H,0.21241,0.714063,80
M,0.21241,0.714063,57
Q,0.21241,0.714063,85
R,0.21241,0.714063,29
H,0.21242,0.713715,86
M,0.21242,0.713715,56
Q,0.21242,0.713715,73
R,0.21242,0.713715,27
H,0.21243,0.713791,91
M,0.21243,0.713791,62
Q,0.21243,0.713791,78
R,0.21243,0.713791,32
H,0.21244,0.714033,91
M,0.21244,0.714033,59
Q,0.21244,0.714033,92
R,0.21244,0.714033,33
H,0.21245,0.713717,99
M,0.21245,0.713717,69
Q,0.21245,0.713717,93
R,0.21245,0.713717,29
H,0.21246,0.713611,92
M,0.21246,0.713611,52
Q,0.21246,0.713611,76
R,0.21246,0.713611,29
H,0.21247,0.713756,97
M,0.21247,0.713756,61
Q,0.21247,0.713756,79
R,0.21247,0.713756,28
H,0.21248,0.713658,88
M,0.21248,0.713658,59
Q,0.21248,0.713658,73
R,0.21248,0.713658,31
H,0.21249,0.713580,93
M,0.21249,0.713580,64
Q,0.21249,0.713580,83
R,0.21249,0.713580,30
H,0.21250,0.713849,95
M,0.21250,0.713849,55
Q,0.21250,0.713849,84
R,0.21250,0.713849,29
H,0.21251,0.713952,93
M,0.21251,0.713952,57
Q,0.21251,0.713952,78
R,0.21251,0.713952,27
H,0.21252,0.713828,83
M,0.21252,0.713828,51
Q,0.21252,0.713828,78
R,0.21252,0.713828,31
H,0.21253,0.713604,90
M,0.21253,0.713604,51
Q,0.21253,0.713604,71
R,0.21253,0.713604,27
H,0.21254,0.713747,84
M,0.21254,0.713747,55
Q,0.21254,0.713747,76
R,0.21254,0.713747,29
H,0.21255,0.713712,107
M,0.21255,0.713712,54
Q,0.21255,0.713712,78
R,0.21255,0.713712,31
H,0.21256,0.713699,100
M,0.21256,0.713699,51
Q,0.21256,0.713699,79
R,0.21256,0.713699,29
H,0.21257,0.713742,84
M,0.21257,0.713742,53
Q,0.21257,0.713742,77
R,0.21257,0.713742,27
H,0.21258,0.713634,84
M,0.21258,0.713634,52
Q,0.21258,0.713634,71
R,0.21258,0.713634,27
H,0.21259,0.713471,80
M,0.21259,0.713471,51
Q,0.21259,0.713471,71
R,0.21259,0.713471,28
H,0.21260,0.713850,82
M,0.21260,0.713850,54
Q,0.21260,0.713850,79
R,0.21260,0.713850,30
H,0.21261,0.713592,80
M,0.21261,0.713592,51
Q,0.21261,0.713592,76
R,0.21261,0.713592,28
H,0.21262,0.713807,87
M,0.21262,0.713807,51
Q,0.21262,0.713807,76
R,0.21262,0.713807,28
H,0.21263,0.713456,81
M,0.21263,0.713456,55
Q,0.21263,0.713456,77
R,0.21263,0.713456,27
H,0.21264,0.713655,81
M,0.21264,0.713655,52
Q,0.21264,0.713655,77
R,0.21264,0.713655,28
H,0.21265,0.713598,82
M,0.21265,0.713598,52
Q,0.21265,0.713598,71
R,0.21265,0.713598,27
H,0.21266,0.713475,84
M,0.21266,0.713475,53
Q,0.21266,0.713475,75
R,0.21266,0.713475,28
H,0.21267,0.713664,81
M,0.21267,0.713664,51
Q,0.21267,0.713664,71
R,0.21267,0.713664,28
H,0.21268,0.713608,83
M,0.21268,0.713608,51
Q,0.21268,0.713608,78
R,0.21268,0.713608,31
H,0.21269,0.713678,85
M,0.21269,0.713678,55
Q,0.21269,0.713678,80
R,0.21269,0.713678,30
H,0.21270,0.713000,89
M,0.21270,0.713000,52
Q,0.21270,0.713000,70
R,0.21270,0.713000,27
H,0.21271,0.713518,86
M,0.21271,0.713518,52
Q,0.21271,0.713518,78
R,0.21271,0.713518,29
H,0.21272,0.713544,84
M,0.21272,0.713544,54
Q,0.21272,0.713544,71
R,0.21272,0.713544,29
H,0.21273,0.713590,88
M,0.21273,0.713590,51
Q,0.21273,0.713590,76
R,0.21273,0.713590,29
H,0.21274,0.713765,87
M,0.21274,0.713765,52
Q,0.21274,0.713765,74
R,0.21274,0.713765,28
H,0.21275,0.713288,87
M,0.21275,0.713288,55
Q,0.21275,0.713288,74
R,0.21275,0.713288,28
H,0.21276,0.713694,83
M,0.21276,0.713694,52
Q,0.21276,0.713694,72
R,0.21276,0.713694,27
H,0.21277,0.713407,85
M,0.21277,0.713407,83
Q,0.21277,0.713407,92
R,0.21277,0.713407,27
H,0.21278,0.713641,97
M,0.21278,0.713641,57
Q,0.21278,0.713641,79
R,0.21278,0.713641,28
H,0.21279,0.713373,85
M,0.21279,0.713373,52
Q,0.21279,0.713373,77
R,0.21279,0.713373,28
H,0.21280,0.713545,82
M,0.21280,0.713545,52
Q,0.21280,0.713545,72
R,0.21280,0.713545,28
H,0.21281,0.712948,87
M,0.21281,0.712948,55
Q,0.21281,0.712948,78
R,0.21281,0.712948,27
H,0.21282,0.713435,83
M,0.21282,0.713435,51
Q,0.21282,0.713435,79
R,0.21282,0.713435,27
H,0.21283,0.713670,81
M,0.21283,0.713670,52
Q,0.21283,0.713670,74
R,0.21283,0.713670,29
H,0.21284,0.713278,81
M,0.21284,0.713278,57
Q,0.21284,0.713278,75
R,0.21284,0.713278,27
H,0.21285,0.713905,81
M,0.21285,0.713905,51
Q,0.21285,0.713905,73
R,0.21285,0.713905,28
H,0.21286,0.713614,82
M,0.21286,0.713614,51
Q,0.21286,0.713614,70
R,0.21286,0.713614,30
H,0.21287,0.713439,79
M,0.21287,0.713439,55
Q,0.21287,0.713439,71
R,0.21287,0.713439,28
H,0.21288,0.713372,84
M,0.21288,0.713372,51
Q,0.21288,0.713372,77
R,0.21288,0.713372,28
H,0.21289,0.712923,81
M,0.21289,0.712923,51
Q,0.21289,0.712923,74
R,0.21289,0.712923,28
H,0.21290,0.713502,85
M,0.21290,0.713502,54
Q,0.21290,0.713502,80
R,0.21290,0.713502,28
H,0.21291,0.713569,80
M,0.21291,0.713569,52
Q,0.21291,0.713569,70
R,0.21291,0.713569,27
H,0.21292,0.713111,83
M,0.21292,0.713111,52
Q,0.21292,0.713111,71
R,0.21292,0.713111,29
H,0.21293,0.713365,82
M,0.21293,0.713365,54
Q,0.21293,0.713365,73
R,0.21293,0.713365,28
H,0.21294,0.712954,87
M,0.21294,0.712954,55
Q,0.21294,0.712954,76
R,0.21294,0.712954,28
H,0.21295,0.713063,86
M,0.21295,0.713063,53
Q,0.21295,0.713063,74
R,0.21295,0.713063,29
H,0.21296,0.713115,90
M,0.21296,0.713115,53
Q,0.21296,0.713115,71
R,0.21296,0.713115,27
H,0.21297,0.713290,87
M,0.21297,0.713290,54
Q,0.21297,0.713290,91
R,0.21297,0.713290,31
H,0.21298,0.713035,85
M,0.21298,0.713035,52
Q,0.21298,0.713035,79
R,0.21298,0.713035,28
H,0.21299,0.713347,83
M,0.21299,0.713347,57
Q,0.21299,0.713347,78
R,0.21299,0.713347,30
H,0.21300,0.713184,190
M,0.21300,0.713184,73
Q,0.21300,0.713184,76
R,0.21300,0.713184,29
H,0.21301,0.713306,94
M,0.21301,0.713306,55
Q,0.21301,0.713306,71
R,0.21301,0.713306,30
H,0.21302,0.713217,87
M,0.21302,0.713217,56
Q,0.21302,0.713217,74
R,0.21302,0.713217,29
H,0.21303,0.713356,87
M,0.21303,0.713356,52
Q,0.21303,0.713356,79
R,0.21303,0.713356,28
H,0.21304,0.713513,82
M,0.21304,0.713513,51
Q,0.21304,0.713513,70
R,0.21304,0.713513,28
H,0.21305,0.713487,94
M,0.21305,0.713487,56
Q,0.21305,0.713487,72
R,0.21305,0.713487,27
H,0.21306,0.713034,86
M,0.21306,0.713034,52
Q,0.21306,0.713034,77
R,0.21306,0.713034,28
H,0.21307,0.713558,82
M,0.21307,0.713558,51
Q,0.21307,0.713558,73
R,0.21307,0.713558,31
H,0.21308,0.713557,79
M,0.21308,0.713557,53
Q,0.21308,0.713557,72
R,0.21308,0.713557,28
H,0.21309,0.713045,84
M,0.21309,0.713045,52
Q,0.21309,0.713045,72
R,0.21309,0.713045,27
H,0.21310,0.713243,80
M,0.21310,0.713243,53
Q,0.21310,0.713243,77
R,0.21310,0.713243,28
H,0.21311,0.713113,83
M,0.21311,0.713113,53
Q,0.21311,0.713113,73
R,0.21311,0.713113,27
H,0.21312,0.713208,81
M,0.21312,0.713208,51
Q,0.21312,0.713208,71
R,0.21312,0.713208,28
H,0.21313,0.713477,86
M,0.21313,0.713477,54
Q,0.21313,0.713477,76
R,0.21313,0.713477,27
H,0.21314,0.713308,81
M,0.21314,0.713308,54
Q,0.21314,0.713308,79
R,0.21314,0.713308,27
H,0.21315,0.712936,82
M,0.21315,0.712936,51
Q,0.21315,0.712936,74
R,0.21315,0.712936,28
H,0.21316,0.712724,81
M,0.21316,0.712724,52
Q,0.21316,0.712724,75
R,0.21316,0.712724,28
H,0.21317,0.713227,78
M,0.21317,0.713227,54
Q,0.21317,0.713227,77
R,0.21317,0.713227,28
H,0.21318,0.713339,83
M,0.21318,0.713339,51
Q,0.21318,0.713339,78
R,0.21318,0.713339,28
H,0.21319,0.712930,82
M,0.21319,0.712930,52
Q,0.21319,0.712930,78
R,0.21319,0.712930,27
H,0.21320,0.712888,86
M,0.21320,0.712888,54
Q,0.21320,0.712888,72
R,0.21320,0.712888,28
H,0.21321,0.712896,81
M,0.21321,0.712896,52
Q,0.21321,0.712896,76
R,0.21321,0.712896,27
H,0.21322,0.713104,84
M,0.21322,0.713104,51
Q,0.21322,0.713104,81
R,0.21322,0.713104,29
H,0.21323,0.712853,86
M,0.21323,0.712853,54
Q,0.21323,0.712853,76
R,0.21323,0.712853,28
H,0.21324,0.713250,83
M,0.21324,0.713250,51
Q,0.21324,0.713250,70
R,0.21324,0.713250,28
H,0.21325,0.712830,84
M,0.21325,0.712830,53
Q,0.21325,0.712830,72
R,0.21325,0.712830,28
H,0.21326,0.713363,80
M,0.21326,0.713363,56
Q,0.21326,0.713363,70
R,0.21326,0.713363,27
H,0.21327,0.713109,83
M,0.21327,0.713109,51
Q,0.21327,0.713109,77
R,0.21327,0.713109,27
H,0.21328,0.712923,79
M,0.21328,0.712923,51
Q,0.21328,0.712923,71
R,0.21328,0.712923,29
H,0.21329,0.712930,82
M,0.21329,0.712930,55
Q,0.21329,0.712930,71
R,0.21329,0.712930,28
H,0.21330,0.713063,80
M,0.21330,0.713063,52
Q,0.21330,0.713063,70
R,0.21330,0.713063,28
H,0.21331,0.713150,84
M,0.21331,0.713150,52
Q,0.21331,0.713150,73
R,0.21331,0.713150,28
H,0.21332,0.712739,90
M,0.21332,0.712739,56
Q,0.21332,0.712739,76
R,0.21332,0.712739,27
H,0.21333,0.713249,82
M,0.21333,0.713249,52
Q,0.21333,0.713249,71
R,0.21333,0.713249,28
H,0.21334,0.713239,82
M,0.21334,0.713239,52
Q,0.21334,0.713239,80
R,0.21334,0.713239,28
H,0.21335,0.713348,80
M,0.21335,0.713348,54
Q,0.21335,0.713348,79
R,0.21335,0.713348,28
H,0.21336,0.712681,81
M,0.21336,0.712681,52
Q,0.21336,0.712681,77
R,0.21336,0.712681,29
H,0.21337,0.712556,87
M,0.21337,0.712556,53
Q,0.21337,0.712556,70
R,0.21337,0.712556,28
H,0.21338,0.713180,96
M,0.21338,0.713180,65
Q,0.21338,0.713180,70
R,0.21338,0.713180,28
H,0.21339,0.712978,83
M,0.21339,0.712978,54
Q,0.21339,0.712978,70
R,0.21339,0.712978,29
H,0.21340,0.712858,83
M,0.21340,0.712858,52
Q,0.21340,0.712858,76
R,0.21340,0.712858,27
H,0.21341,0.713205,83
M,0.21341,0.713205,54
Q,0.21341,0.713205,73
R,0.21341,0.713205,28
H,0.21342,0.713162,81
M,0.21342,0.713162,51
Q,0.21342,0.713162,76
R,0.21342,0.713162,27
H,0.21343,0.712936,85
M,0.21343,0.712936,52
Q,0.21343,0.712936,82
R,0.21343,0.712936,30
H,0.21344,0.712886,95
M,0.21344,0.712886,59
Q,0.21344,0.712886,80
R,0.21344,0.712886,28
H,0.21345,0.712772,94
M,0.21345,0.712772,55
Q,0.21345,0.712772,79
R,0.21345,0.712772,28
H,0.21346,0.713213,86
M,0.21346,0.713213,52
Q,0.21346,0.713213,75
R,0.21346,0.713213,28
H,0.21347,0.712472,85
M,0.21347,0.712472,58
Q,0.21347,0.712472,76
